,ACCOMMODATION_CODE,pred/gbv,error,total2019,predicted,max
1774,DE-59955-136,2.7237302527232385,1.7237302527232385,4294.44,11696.896146504783,6368.19
1775,DE-59955-137,9.674315344210617,8.674315344210617,1353.82,13097.281599299218,11093.06835
1791,DE-59955-177,6.434678980996025,5.434678980996025,697.38,4487.416427767008,2364.7
1792,DE-59955-178,2.636531917254193,1.636531917254193,2658.794286,7009.995996452072,2658.794286
1793,DE-59955-179,2.5049914741246346,1.5049914741246346,1189.9,2980.689355060903,1189.9
1794,DE-59955-180,4.014961930612478,3.014961930612478,1223.95125,4914.117673675556,2009.70875
1796,DE-59955-182,3.1408068565940996,2.1408068565940996,2797.84,8787.475055653236,4606.23
1797,DE-59955-183,3.5568527079740946,2.5568527079740946,661.54,2353.0003404331824,661.54
1807,DE-59955-197,6.56713863885834,5.56713863885834,646.18,4243.553645657482,646.18
1808,DE-59955-198,28.116809122243726,27.116809122243726,253.79,7135.764987134235,253.79
1811,DE-59955-208,3.126786307916364,2.126786307916364,2284.17,7142.111480953321,2284.17
1813,DE-59955-210,2.1626251142894564,1.1626251142894564,6802.62,14711.516854967742,6802.62
1814,DE-59955-228,3.630656420526857,2.6306564205268566,1662.97,6037.672707643547,1662.97
1815,DE-59955-229,3.220911222143638,2.220911222143638,2482.68,7996.491872991566,2482.68
1816,DE-59955-230,11.080110188474857,10.080110188474857,648.87,7189.55109799568,648.87
1817,DE-59955-231,6.071121665551878,5.071121665551878,754.77,4582.300499508591,754.77
1818,DE-59955-233,3.0034999942748772,2.0034999942748772,1684.25,5058.644865357462,1684.25
1819,DE-59955-237,23.711859592404604,22.711859592404604,424.0,10053.828467179552,424.0
1820,DE-59955-238,7.154696822268211,6.154696822268212,527.8,3776.2489827931618,527.8
1824,DE-59955-65,2.3646478943939027,1.3646478943939029,13036.49314,30826.716053781558,16959.186569999998
1868,DE-59964-69,23.579336223695574,22.579336223695574,716.9871429,16906.080910505963,15169.38386
1869,DE-59964-72,17.2092440007446,16.2092440007446,614.9288571000002,10582.460744932912,13150.34157
1884,DE-59969-34,2.7327638186337007,1.7327638186337004,12617.28243,34480.052914186694,12617.28243
1887,DE-63695-01,3.992533271931092,2.9925332719310918,338.787,1352.6183695977188,9875.457714
1900,DE-72270-14,2.1753340072274057,1.1753340072274057,2226.877,4844.201268012544,7223.078
1906,DE-74744-02,2.1596786969501247,1.1596786969501245,471.21429400000005,1017.671472450193,9198.645857
1937,DE-78073-04,7.211365100158707,6.211365100158707,901.61,6501.838887954092,5752.512
1938,DE-78073-05,11.236381939865177,10.236381939865177,372.88,4189.822097736927,3373.21
1939,DE-78073-09,2.244120612144142,1.2441206121441422,4572.634,10261.542211191118,7193.598571
1940,DE-78073-10,17.40908757044225,16.40908757044225,316.33,5507.016671157997,3499.282632
1952,DE-78136-01,2.873730011728053,1.873730011728053,2645.04,7601.130830221169,3770.394
1986,DE-79737-03,2.4209651340034872,1.420965134003487,9260.91,22420.340219144233,23493.348
1992,DE-79737-13,2.0287958482120074,1.0287958482120076,1236.06,2507.7133961409336,1236.06
2002,DE-79875-12,2.3130170501039484,1.3130170501039486,4137.870091,9570.964071598177,4658.455333
2010,DE-82433-21,3.1976453584340487,2.1976453584340483,1169.05,3738.2073062773247,1169.05
2090,DE-92709-07,6.750757834568126,5.750757834568126,812.1,5482.290437452775,3289.644286
2097,DE-93453-05,2.6967149032290023,1.6967149032290023,6341.614000000001,17101.52498432569,8619.822857
2098,DE-93453-06,2.0653313452341746,1.0653313452341748,5453.0315,11262.316883499328,6458.846
2099,DE-93453-07,2.465850724794506,1.4658507247945056,4909.4495,12105.969607917024,4909.4495
2104,DE-93477-09,3.9815264215121067,2.981526421512107,3578.510571000001,14247.93438809688,4449.953429
2113,DE-94065-04,2.0603079048953217,1.0603079048953217,5402.604,11131.027728219085,8660.55
2114,DE-94065-05,2.6406751888750235,1.6406751888750237,4730.930286,12492.85022653762,7500.828570999999
2116,DE-94065-08,4.646099486885671,3.646099486885671,1422.773,6610.344905254786,2201.84
2121,DE-94065-13,5.924742614540038,4.924742614540038,1297.49,7687.294294939554,1297.49
2122,DE-94089-05,2.9679068751870368,1.9679068751870368,6880.8044290000025,20421.58677164652,13910.63143
2129,DE-94094-02,2.3352873319115273,1.3352873319115273,3623.519,8461.958017640725,7608.815127
2131,DE-94094-04,2.6714203842191173,1.6714203842191178,2683.419714,7168.542123395035,4461.762286
2136,DE-94133-03,3.062345463828654,2.0623454638286534,2519.221,7714.725001731885,2768.52
2143,DE-94164-02,2.5271192745548956,1.5271192745548958,4000.107,10108.74749998196,4898.2
2147,DE-94227-14,2.0843113584657926,1.0843113584657924,3808.159,7937.389058543735,6440.116
2168,DE-94256-09,2.6506779251479693,1.6506779251479693,2211.926,5863.103420260847,2211.926
